file,start_datetime,stop_datetime,replicate,sex,species,strain,region_id,status
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,3,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,4,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,5,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,6,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,7,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,8,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,9,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,10,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,11,DEAD  
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,12,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,13,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,14,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,15,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,16,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,17,OK 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,18,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,19,OK 
